,Bintang,Pengguna,Komen,Tanggal
3706,Diberi rating 4 bintang dari 5 bintang,wibisono adji,"Sangat sayang dan kecewa, saya udah ajukan cc kepihak cermati, karena lama saya kontak cs cermati lewat email, kata pihak cs karena posisi saya belum masuk area kerjanya, hanya area jabodetabek, kalau hanya wilayah jabodetabek, jgn bikin aplikasi diplay store, karena bikin app diplaystore otomatis s...
Ulasan Lengkap",31 Agustus 2018
3707,Diberi rating 4 bintang dari 5 bintang,Afka ErZa,"Segala sesuatu yang baik akan berakhir dengan baik,mudah mudahan cermati dapat membantu yang membutuhlan",30 April 2018
3708,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Aplikasi halu ... pengajuan udh di mintain dokumen ini itu di telpn sana sini tetep aja pengajuan msh dlm proses udh lebih dari 3 bln pengajuan,26 Mei 2018
3709,Diberi rating 1 bintang dari 5 bintang,arkhan rizqi,Sebelum saya mengajukan KTA langsung ke Sales nya di setujui tapi melalui melalui cermati mengajukan dengan bank yg sama tidak di setujui payah 👎,17 Agustus 2018
3710,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Sy udh isi formulir tp knp d klik untk slanjutny g bisa mhon knfrmasiny,28 Juli 2018
3711,Diberi rating 2 bintang dari 5 bintang,Fahmi Irfansyah,"mau ngajuin KTA di CERMATI masih mikir2 gw,krn gw baca yg pd komen banyak yg di PHPin & prosesnya juga lama banget bisa sebulan lebih tdk ada kejelasan.setau gw untuk proses pengajuan KTA/CC waktunya kalau tdk salah 14 hari kerja,tapi ini bisa sebulan lebih.saran gw untuk CERMATI,mohon ada perba...
Ulasan Lengkap",6 Juli 2018
3712,Diberi rating 4 bintang dari 5 bintang,Awanto Receh,"Saya dapat telepon dri seles, awalnya saya ngajuin KTA lewat cc BCA.. Tpi kata sales trsbt lagi offline. Akhirnya di alihkan ke CC aeon dan sama sales nya di bikinin atau di ajuin sama meraka. Dan besok ada kurir suruh ambilberkas.. Apakah ini benar atau penipuan. Terima kasih",28 Juni 2018
3713,Diberi rating 3 bintang dari 5 bintang,bhulle king135,Aplikasinya parah sama sekali ga membantu Padahal sudah berharap banget ternyata zonk.harus menunggu sampai kapan bisa di acc nya.konfirmasi aja kaga ada,21 Juni 2018
3714,Diberi rating 5 bintang dari 5 bintang,Hani Wati,Puas dng pelayanan cs cermati pengajuan siang tadi dan sore nya di telv. Semoga di approve. Thanks cermati,10 Juli 2018
3715,Diberi rating 1 bintang dari 5 bintang,Vierland Rowe,"Tinggal nunggu approval, tp sama sekali gak ada kabar, kirim email udh bbrp kali gak ada jawaban masa hrs nunggu seBulan, padahal butuhnya mendesak.... payah",8 Agustus 2018
3716,Diberi rating 5 bintang dari 5 bintang,Naurlies Putri lisya,"Terima kasih cermati, 1 kartu kredit saya sudah berhasil,mudah2an yg ke 2 dan ke 3 berhasil jg",16 Mei 2018
3717,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Proses cepat melalui Cermati, Pencairan Commonwealth Bank Hanya proses 2hari langsung cair Rp.30jt, terimakasih Cermati",12 Juli 2018
3718,Diberi rating 5 bintang dari 5 bintang,Denis Uug,"Sangat oke ... Semua tergantung BI Checking , mau lolos ya BI Checking bagusin , seperti saya , cepat dan jadii",20 Juni 2018
3719,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Ingin mencoba pengajuan kta lewat aplikasi Cermati bila memang mudah prosesnya dan mudah di acc akan saya pertahankan bintangnya...tp bila sulit maka akan saya turunkan kembali....,15 Juli 2018
3720,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,"Ini aplikasi responya ga bagus, karna prosesnya terlalu lama akhirnya saya menelpon langsung ke pihak bank terkait, al hasil pengajuan sya di tolak, tp di apk cermati masih dlm proses, sudah email ke cs cermati sya harus nunggu 30 hri kerja untuk hasil akhirnya, buat apa nunggu sebulan kalo hasi...
Ulasan Lengkap",1 Agustus 2018
3721,Diberi rating 5 bintang dari 5 bintang,yuni permatasari,"Optimis aja mdh2 pengajuan kta dan kk di approve, sudah d tlp mdh2 d approve amin",1 Juni 2018
3722,Diberi rating 1 bintang dari 5 bintang,Kurunia Lusty,Saya coba itung2 pinjam 8 juta dalam 6 bulan. Bunga nya 3.424.000 sendiri. sangaaattttttt besar mencekik. situ rela bayar bunga segede itu dlm 6 bulan??,30 Agustus 2018
3723,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Tak kasih 5 walaupun kta saya belum di acc,dari tanggal 27/04/2018 smpi sekarang belum tau di acc/ kga",13 Mei 2018
3724,Diberi rating 1 bintang dari 5 bintang,Junaedi Junet,Ga jelas cermati pengajuan KTA sy tdk ada kabar uda 2 mggu trs pengajuan cc sy jg jd ga jelas,6 September 2018
3725,Diberi rating 2 bintang dari 5 bintang,Tony SAC,sudah hampir 1 bulan tidak ada respon dari Institusi terkait untuk Pengajuan CC. tanya ke CS katanya suruh tunggu aja hufttt,24 Agustus 2018
3726,Diberi rating 5 bintang dari 5 bintang,Murny Azze,"Top deh cermati, asal Mao bersabar menunggu psti dapat hasill.. Thanks cermati",7 Juni 2018
3727,Diberi rating 5 bintang dari 5 bintang,Eko Pamudji,Trima kasih atas bantuan nya. Sudah di acc. CC nya tinggal tunggu aja,4 Juni 2018
3728,Diberi rating 1 bintang dari 5 bintang,Agung Dikdaya,"Bagaimana cara membatalkan pengajuan saya? Saya sudah mengajukan sejak 20 Juli 2018 tetapi belum ada hasil, saya mau membatalkan saja",24 Juli 2018
3729,Diberi rating 5 bintang dari 5 bintang,Desi Permatasari,Terima kasih cermati yg sudah membantu proses pembuatan kartu kredit.,12 Mei 2018
3730,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,"Kecewa, katanya mau survei... Pengambilan dokumen. Tlp pun gk ada.... Gmna sih kalau mau d acc ya yg jelas donk jgn php..",18 Juli 2018
3731,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Mohon di tindak lanjuti penegasan pengajuan acc saya apakah di terima atau di tolak ..ini udah seminggu blm ada konfirmasi jawaban dari pihak cermati..terimakasih,6 Juli 2018
3732,Diberi rating 5 bintang dari 5 bintang,Eep Saepulloh,Pengajuan aplikasi lebih dari satu tapi yang di proses satu doang..gk papah lah.itu juga udah d acc.tq cermati,15 Mei 2018
3733,Diberi rating 5 bintang dari 5 bintang,wendra hitori,"Pinjaman dana tanpa KTA sangat membantu sekali , Pencairan dana sangat cepat sekali, Terima kasih cermati, common well bank, semoga tetap eksis terus.",8 September 2018
3734,Diberi rating 5 bintang dari 5 bintang,lintang dp,Cukup membantu bagi orang yang membutuhkan dan tidak tahu proses dalam hal pengajuan-pengajuan pinjaman dan cc,29 Juli 2018
3735,Diberi rating 3 bintang dari 5 bintang,Fitri Almer,Sudah berhasil daftar utk pengajuan KTA cm belum dapat diproses.. apa data krng lengkap ato bgmn ya.. tlng dibantu dong admin..?,27 Juni 2018
3736,Diberi rating 3 bintang dari 5 bintang,Afri Ani Safitri,Awalny cepet cc aeon kesininya makin lama.. bisa ga di infoin k konsmn kalau pengajuan di acc atau tidaknya.,7 Agustus 2018
3737,Diberi rating 5 bintang dari 5 bintang,Yoga Prisma,Saya sudah mengajukan ke pihak cermati... Diajukan kembali ke Bank permata.. Sudah ada verifikasi..bahkan pengambilan berkas pun sudah... Mohon info kelanjutan nya!!!,8 Agustus 2018
3738,Diberi rating 5 bintang dari 5 bintang,Salwa Ramadani,Gimana nih pinjaman KTA nya belum ada kejelasan.. lama sekali prosesnya.. sy butuh sekali sedang ada keperluan mendesak. Tolong di bantu..,5 September 2018
3739,Diberi rating 2 bintang dari 5 bintang,dahlan,sampai saat ini tidak ada tindak soal pengajuan saya di acc atau di tolak saya coba hubungi no tlp cs cermati namun tidak tersambung,12 September 2018
3740,Diberi rating 5 bintang dari 5 bintang,Syarifudin Lesmana,"Aplikasi yang bagus dan cepat tanggap, tingkatkan lagi kinerja kalian. Terimakasih",6 Juni 2018
3741,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,"Saya sudah masukan nomor KTP pasangan, kenapa selalu tidak sesuai jenis kelamin.. padahal nomor itu sudah benar saya tulis.",16 Juli 2018
3742,Diberi rating 1 bintang dari 5 bintang,Panji Iman Lesmana,"Dana Bantuan Sahabat Aplikasi sudah lengkap, anda akan dihubungi cermati sampe sekarang ga ada kabar",25 Juli 2018
3743,Diberi rating 1 bintang dari 5 bintang,tatik sutarti,Alasannya belum ada kerja sama dengan daerah domisili. Tapi kok semua bank begitu. Padahal bank nya juha udh ada di daerah saya.,15 Juli 2018
3744,Diberi rating 5 bintang dari 5 bintang,Ahmad Pudoly,"Terimakasih cermati,dengan bantuannya akhirnya pinjaman saya di acc,tinggal satu lagi belum berhasil pengajuan kartu kredit.sukses selalu cermati",7 Agustus 2018
3745,Diberi rating 3 bintang dari 5 bintang,Intan Tria Nandra Zalika,"Saya mengajukan KTA tunaiku bank Amar, tp kenapa yaa saat isi Nomor KTP pasangan balasannya ""Nomor KTP tidak sesuai dgn Jenis Kelamin"" Kan itu nomor KTP Laki laki, yaa pasti gak ada penambahan.. Kalo wanita pasti ada penambahan 40 di tanggal Lahir, padahal udah sesuai dan benar saya mengisinya. ...
Ulasan Lengkap",10 Juli 2018
3746,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,"Masa masukin no ktp pasangan tfk sesuai dgn jenis krlamin,emang sya.pke ktp palsu. Gak jelas",25 Juli 2018
3747,Diberi rating 5 bintang dari 5 bintang,uwend saputra,"Butuh waktu cukup lama, Karena proses tidak akan pernah mengecewakan hasil.",30 Juli 2018
3748,Diberi rating 5 bintang dari 5 bintang,James Cameron,Alhamdulillah 3 KK udh sampe.. Dan membantu kesulitan yg sedang dihadapi,21 Mei 2018
3749,Diberi rating 5 bintang dari 5 bintang,Marlina Dewi,"Saya kasih bintang 5 langsung... Moga pengajuan KTA saya di ACC, karena lg butuh dana banget",7 Juli 2018
3750,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,"Nih hrs punya internet banking jg ga ? Atau SKU atau slip gaji buat yg pedagang ,",9 Agustus 2018
3751,Diberi rating 5 bintang dari 5 bintang,Widodo Bobby,"Good aplikasi , terima kasih sudah selalu bantu saya semoga selalu sukses.",17 Juni 2018
3752,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Tolong bgt donk cermati saya kasih bintang 5 lg butuh bgt dana, moga sukses terusss... Mantab",27 Juni 2018
3753,Diberi rating 5 bintang dari 5 bintang,Alfin Enjoy,"Mudahan"" dengan bikin akun ini semuanya akan selalu membatu ...",19 April 2018
3754,Diberi rating 5 bintang dari 5 bintang,Tony Ardy,Terima kasih cermati setiap pengajuan cc saya slalu diapprrove love you cermati,22 Juni 2018
3755,Diberi rating 5 bintang dari 5 bintang,Rois Fiqih,Cermati emang paling TOP BGT lah mudah sekali cepat proses penfajyan CC dan ngga ribet,12 Agustus 2018
3756,Diberi rating 1 bintang dari 5 bintang,ichank ramadhan,"Harusnya klo ga di acc jgn php,,bisa di proses tp knytaan nya ga bsa pdhl dh di jlsin sblmnya,,hadeuh",16 Juli 2018
3757,Diberi rating 2 bintang dari 5 bintang,Lydeayunitha Kartika,Minjem dari akhir april sampe ini dah mau akhir juni ga di acc yang ada malah iklan asuransi mulu..,20 Juni 2018
3758,Diberi rating 5 bintang dari 5 bintang,Razkha Alifah,"kenapa ko saya ga bsa isi nmor NIK pasangan saya,,katanya nmor nih tidak sesuai dng jenis kelamin??",7 September 2018
3759,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Ko saya udh gajuin KTA blm ada kabar hasilnya si, ko lama banget.",31 Juli 2018
3760,Diberi rating 2 bintang dari 5 bintang,vivi alviani,"aplikasi kaga jelas, percuma ngajuin ini itu data udah lengkap masih aja engga diapprove.",28 Juni 2018
3761,Diberi rating 2 bintang dari 5 bintang,Hann chanel,mengecewakan sumpah aplikasi udah berapa hari pengajuan belum ada kabar lagi payah!,1 September 2018
3762,Diberi rating 4 bintang dari 5 bintang,Dadang Hermawan,"Mantaf,,,, Ajuin Cc Via Cermati Approve Juga,,, Sebelumnya Ajuin Ke Marketing Cc Nya Langsung Rijeck Mulu.",5 Juli 2018
3763,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,"Saya sudah hampir 2minggu mengajukan tapi tidak ada info lanjutan, tolong dong cermati di bantu",19 Juni 2018
3764,Diberi rating 5 bintang dari 5 bintang,Fitria Yani,Trima kasih cermati. Pengajuan CC BRI saya udah disetujui,12 Juli 2018
3765,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,"Semoga di ACC ya cermati KTA buat renovasi rumah , bikin pagar , lagi bnyak curanmor soalny",28 Juli 2018
3766,Diberi rating 5 bintang dari 5 bintang,Elma Fathir,baru mau nyoba aplikasinya . semoga pengajuan KTA COMMBANK nya bisa di bantu untuk konfirmasinya,31 Agustus 2018
3767,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Kalau sudah disetujui berapa lama kartu sampai ditangan saya? Terima kasih Sukses terusss...,16 September 2018
3768,Diberi rating 2 bintang dari 5 bintang,Natalia Ika Riastuti Lestari,"lama banget...kurir mau ambil data aja seminggu ga nongol...trus di data ulang baru diambil datanya....total pengajuan sampe hari ini sudah 2 minggu....dan statusnya entah bagaimana....dari pihak bankpun ga ada telepon...padahal data semua komplit.dan bank lain pun lsg acc.....status ga jelas......
Ulasan Lengkap",20 Juli 2018
3769,Diberi rating 3 bintang dari 5 bintang,Rosalia Indah,Pengajuan pinjaman KTA saya di cermati koq lama ya proses nyasebenarnya bs diajukan ngga sih???.tanks,11 Juni 2018
3770,Diberi rating 4 bintang dari 5 bintang,fazar sidik,"Kenapa belum ada konfirmasi, sudah 4 hari Sampe Sekarang apakah pinjaman bisa di ACC",10 Juni 2018
3771,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Mudah mdahan di acc ...simpel apl di jmput langsung ke kntor,cs dn kurir ny ramah banget...😃",31 Agustus 2018
3772,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Semoga ini bisa bermanfaat dan membantu saya dalam kesulitan-kesulitan keuangan saya yang sedang dihadapin ini Amin ya rabbal Al-Amin....,28 April 2018
3773,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,Tolong buat cermati.. saya disuruh ngajuka buat KTA atau KK tapi.endingnya jabodetabek.. hadewh... tolonglah ke area jawa timur juga..,3 Mei 2018
3774,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Semoga CPT di proses ya cermati karna buat modal usaha saya,25 April 2018
3775,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Aplikasi mantap lho ayo pd dowload djmin ga nyesel,7 Juni 2018
3776,Diberi rating 5 bintang dari 5 bintang,aldy surya,"Selamat siang saya mau bertanya saya sudah mengajukan data"" lengkap saya kira"" itu bisa di ACC kapan yaa",17 Agustus 2018
3777,Diberi rating 3 bintang dari 5 bintang,Machmud Syamsul,Tolong supaya pengajuan sya di dbs bsa lsng diproses ya secepatnya,4 Juli 2018
3778,Diberi rating 5 bintang dari 5 bintang,arif Tajudin,Membantu dalam proses pinjaman lebih cepat..tpi bagaimana pembyran nya bila sdh disetujui,21 Mei 2018
3779,Diberi rating 5 bintang dari 5 bintang,maya kustini,Saya kasih bintang 5 langsung somoga pinjaman saya di bantu dan di acc ..terima kasih cermati,2 Juni 2018
3780,Diberi rating 2 bintang dari 5 bintang,Estrada Kurniawan,Kasih dua dulu masak belom lengkap trus padahal udah lengkap kurang jeli paling ini,30 Juli 2018
3781,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Dapat email cermati,mudah2 d acc",22 April 2018
3782,Diberi rating 5 bintang dari 5 bintang,yovita andina,"Sangat membantu cermati, mengajukan kartu kredit selalu berhasil, terimakasih cermati",15 Mei 2018
3783,Diberi rating 3 bintang dari 5 bintang,Ahmad Soleh W,"Kelihatan gampang, prakteknya berbelit-belit, dokumen sudah di serahkan, belum ada konfirmasi nya, sudah 3 bulan, hadeewh...",29 Juli 2018
3784,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Coment nya sie bagus semua.. tp koq saya gak bisa buka yaa,10 Juli 2018
3785,Diberi rating 5 bintang dari 5 bintang,Ellis Sulastri,Mohon di ACC pengajuan Kartu Kredit agar Cermati selalu Jaya...,4 Mei 2018
3786,Diberi rating 5 bintang dari 5 bintang,rachmawati dewi,Cermati Keren...kesekian kali nya CC saya di acc pihak perbankan...terima kasih cermati...sukses selalu.,12 Agustus 2018
3787,Diberi rating 4 bintang dari 5 bintang,VR46 official,Sudah di tlvn dan tinggal nunggu persetujuan dari pihak terkait..mohon di bantu ya terima kasih,18 Desember 2018
3788,Diberi rating 4 bintang dari 5 bintang,Ridwan Setiawan,Kasih 3 b dlu kalo cepat di prosesnya tak tambah 2 b lg ok,30 April 2018
3789,Diberi rating 2 bintang dari 5 bintang,Randy Wisesa kusumah,Sudah jelas ktp nya malah jenis klamin beda emang nya ladyboys ekeu,13 Agustus 2018
3790,Diberi rating 4 bintang dari 5 bintang,Tono Ayanah,Semoga saja pengajuan pinjaman saya di ACC.saya sangat membutuhkan nya thanks sebelumnya,21 Juni 2018
3791,Diberi rating 3 bintang dari 5 bintang,Nurhayati Pekanbaru,"Saya Ngajukan pinjaman tapi kenapa ya,masih dalam proses belajar udah beberapa hari,,kapan ya dapat kepastiannya,,,? Mohon bantuannya",12 Juli 2018
3792,Diberi rating 2 bintang dari 5 bintang,Alghufron Muhammad Ramadhan Ridwan,Aplikasi apa ini?! Sudah isi banyak2 belum ada kabar lagi ACC atau tidaknya,9 Juli 2018
3793,Diberi rating 1 bintang dari 5 bintang,Hartono Chelix,Maaf saya uninstall krn prosesnya lama berbulan bulan..semarang blm ada,27 Agustus 2018
3794,Diberi rating 5 bintang dari 5 bintang,Radinka Sikumbang,"Saya melakukan pengurusan asuransi mobil melalui aplikasi cermati cepat, mudah dan murah....",12 Mei 2018
3795,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Terimakasih cermati pngajuan cc nya sudah di acc Sangat membantu sekali,18 Mei 2018
3796,Diberi rating 1 bintang dari 5 bintang,wong iks,Aplikasi abal abal jangan di download percuma ini cuma ambil data nasabah aja,2 September 2018
3797,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Terima kasih cermati saya sangat suka sekali aplikasinya dan sangat bisa membantu,15 Juli 2018
3798,Diberi rating 3 bintang dari 5 bintang,Mista Prayoga,Saya kasih bintang tiga dulu kalau di ACC baru sy kasih bintang lima,18 Juli 2018
3799,Diberi rating 2 bintang dari 5 bintang,Irene Yosie,Kok aplikasinya muter2 aja ya..tidak bisa utk pengajuan..padahal sinyal bagus..tolong d bantu,19 Agustus 2018
3800,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Dng aplikasi ini org 2 trbantu dng mudah untuk semua urusan!,25 Juni 2018
3801,Diberi rating 3 bintang dari 5 bintang,Sofyaner 2,Udh ajuin hampir sebulan di tlp aja ngk,25 April 2018
3802,Diberi rating 2 bintang dari 5 bintang,Karina Audyaputri,Udah ngajuin CC dan pinjaman KTA tapi sampai sekarang masih digantungkan.,3 September 2018
3803,Diberi rating 5 bintang dari 5 bintang,Trio Pujianto,Trimakasih cermati karena dengan cermati saya terbantu pengajuan kartu krditnya.tingkatkan trus pelayanannya,13 Agustus 2018
3804,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Tolong di acc dong lg butuh uang ni,10 Juli 2018
3805,Diberi rating 5 bintang dari 5 bintang,RinaKhafid Vlog,Cermati sangat membantu sangat... Terima kasih....,4 Juni 2018
3806,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Saya kasih bintang 5 aja biar bner ada prosesnya,7 Juni 2018
3807,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Sy ngajuin cc bri kalau di acc kasih bintang 5,20 Juli 2018
3808,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Aplikasi cermati sangat membantu di saat saya mengajukan CC,trims cermati",31 Agustus 2018
3809,Diberi rating 1 bintang dari 5 bintang,AzkaKila Channel,Ga ada tindak lanjut di status aplikasi padahal udah mencancel,28 Juni 2018
3810,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Saya tinggal di kota makassar,kok di situ waktu saya pilih kota tidak ada makassar?",27 Mei 2018
